id,Gender,Age,Driving_License,Region_Code,Previously_Insured,Vehicle_Age,Vehicle_Damage,Annual_Premium,Policy_Sales_Channel,Vintage,Response
224608,Male,25,1,32,0,< 1 Year,Yes,2630,152,63,1
224609,Male,53,1,28,0,1-2 Year,Yes,2630,26,201,1
224614,Male,34,1,6,0,1-2 Year,Yes,2630,157,25,1
224633,Male,44,1,8,0,1-2 Year,Yes,39895,26,36,1
224640,Male,43,1,11,0,1-2 Year,Yes,38115,124,109,1
224646,Male,31,1,46,0,< 1 Year,Yes,23655,124,60,1
224652,Male,54,1,28,0,> 2 Years,Yes,37109,26,133,1
224663,Male,40,1,28,0,1-2 Year,Yes,43671,124,97,1
224671,Female,47,1,45,0,1-2 Year,Yes,40000,124,259,1
224674,Female,51,1,28,0,1-2 Year,Yes,49554,124,62,1
224677,Male,42,1,17,0,1-2 Year,No,32164,124,78,1
224680,Female,24,1,28,0,< 1 Year,Yes,28920,152,208,1
224693,Male,29,1,14,0,1-2 Year,Yes,2630,26,88,1
224695,Female,42,1,28,0,1-2 Year,Yes,23589,124,74,1
224709,Male,54,1,38,0,1-2 Year,Yes,2630,26,39,1
224756,Female,35,1,30,0,1-2 Year,Yes,2630,156,206,1
224760,Male,48,1,28,0,> 2 Years,Yes,28404,26,42,1
224763,Female,46,1,28,0,1-2 Year,Yes,30185,124,256,1
224764,Female,27,1,38,0,< 1 Year,Yes,26467,156,212,1
224786,Male,43,1,33,0,1-2 Year,Yes,31388,26,199,1
224808,Male,28,1,28,0,1-2 Year,Yes,2630,158,288,1
224812,Female,36,1,28,0,1-2 Year,Yes,68337,122,99,1
224813,Female,48,1,28,0,1-2 Year,Yes,32960,122,242,1
224818,Male,47,1,8,0,1-2 Year,Yes,34222,124,59,1
224819,Male,38,1,18,0,1-2 Year,Yes,31197,26,209,1
224828,Female,39,1,41,0,1-2 Year,Yes,31488,124,233,1
224847,Male,30,1,41,0,< 1 Year,Yes,44499,152,238,1
224851,Male,50,1,28,0,1-2 Year,Yes,38890,163,59,1
224861,Female,33,1,46,0,< 1 Year,Yes,26097,124,51,1
224871,Male,33,1,28,0,1-2 Year,Yes,25772,157,77,1
224875,Male,54,1,28,0,1-2 Year,Yes,53248,26,99,1
224892,Female,52,1,29,0,1-2 Year,Yes,53125,26,124,1
224896,Female,60,1,28,0,1-2 Year,Yes,58559,55,242,1
224897,Male,43,1,28,0,1-2 Year,Yes,35246,122,33,1
224900,Male,68,1,35,0,1-2 Year,Yes,38300,124,270,1
224902,Female,53,1,28,0,> 2 Years,Yes,36652,26,39,1
224903,Male,50,1,28,0,1-2 Year,Yes,43263,124,66,1
224905,Female,52,1,28,0,1-2 Year,No,49713,26,95,1
224909,Male,32,1,28,0,1-2 Year,Yes,50105,26,164,1
224921,Male,71,1,28,0,> 2 Years,Yes,43014,26,151,1
224946,Male,80,1,28,0,> 2 Years,Yes,65758,26,277,1
224948,Female,48,1,28,0,1-2 Year,Yes,33631,26,89,1
224957,Male,50,1,28,0,1-2 Year,Yes,52364,26,209,1
224958,Male,43,1,28,0,1-2 Year,Yes,27190,26,131,1
224968,Female,30,1,3,0,< 1 Year,Yes,33293,124,44,1
225012,Female,31,1,46,0,< 1 Year,Yes,27521,124,173,1
225014,Female,26,1,3,0,< 1 Year,Yes,2630,26,290,1
225028,Female,44,1,41,0,1-2 Year,Yes,49885,26,194,1
225047,Male,32,1,22,0,< 1 Year,Yes,31726,124,123,1
225076,Female,42,1,2,0,1-2 Year,Yes,29888,124,53,1
225078,Female,35,1,47,0,1-2 Year,No,30440,156,178,1
225095,Male,66,1,30,0,1-2 Year,Yes,31325,124,267,1
225099,Female,26,1,30,0,< 1 Year,Yes,2630,152,182,1
225103,Female,43,1,28,0,1-2 Year,Yes,68184,26,19,1
225105,Male,66,1,28,0,1-2 Year,Yes,69496,26,183,1
225106,Male,64,1,8,0,1-2 Year,Yes,42396,124,269,1
225109,Male,55,1,44,0,1-2 Year,Yes,2630,156,246,1
225112,Female,45,1,11,0,1-2 Year,Yes,23651,154,68,1
225149,Male,21,1,45,0,< 1 Year,Yes,30492,152,16,1
225150,Male,71,1,28,0,1-2 Year,Yes,27412,26,237,1
225159,Male,38,1,18,0,1-2 Year,Yes,24514,26,77,1
225164,Female,37,1,41,0,1-2 Year,Yes,28310,124,155,1
225173,Male,44,1,48,0,1-2 Year,Yes,2630,124,142,1
225184,Female,40,1,28,0,1-2 Year,Yes,31053,26,20,1
225188,Male,46,1,29,0,1-2 Year,Yes,2630,124,166,1
225189,Male,44,1,36,0,1-2 Year,Yes,32877,124,71,1
225207,Male,53,1,8,0,1-2 Year,Yes,45846,124,292,1
225221,Female,39,1,50,0,1-2 Year,Yes,34560,154,127,1
225229,Male,47,1,26,0,1-2 Year,Yes,2630,124,98,1
225235,Female,38,1,8,0,1-2 Year,Yes,2630,124,57,1
225236,Female,52,1,48,0,1-2 Year,Yes,2630,154,63,1
225245,Female,31,1,50,0,1-2 Year,Yes,2630,156,42,1
225254,Male,49,1,28,0,1-2 Year,Yes,42496,26,202,1
225265,Female,48,1,28,0,1-2 Year,Yes,40310,26,254,1
225269,Male,66,1,48,0,1-2 Year,Yes,2630,15,160,1
225276,Male,42,1,28,0,1-2 Year,Yes,38142,26,30,1
225277,Male,34,1,46,0,1-2 Year,Yes,2630,124,213,1
225279,Female,50,1,28,0,1-2 Year,Yes,41014,26,48,1
225283,Female,35,1,28,0,1-2 Year,Yes,38150,124,219,1
225290,Male,23,1,6,0,< 1 Year,Yes,30737,152,76,1
225298,Female,34,1,46,0,1-2 Year,Yes,24378,124,97,1
225301,Female,49,1,28,0,1-2 Year,Yes,23876,26,74,1
225303,Female,39,1,28,0,1-2 Year,Yes,43899,124,102,1
225310,Male,33,1,43,0,< 1 Year,Yes,31561,26,32,1
225311,Male,64,1,28,0,1-2 Year,Yes,59305,26,290,1
225313,Male,67,1,28,0,1-2 Year,Yes,44424,26,234,1
225319,Male,43,1,28,0,1-2 Year,Yes,38907,124,11,1
225330,Female,43,1,28,0,1-2 Year,Yes,42382,26,272,1
225331,Male,49,1,50,0,1-2 Year,Yes,34465,26,266,1
225338,Male,48,1,37,0,1-2 Year,Yes,47350,124,110,1
225348,Female,23,1,9,0,< 1 Year,Yes,31043,151,131,1
225359,Male,37,1,45,0,< 1 Year,Yes,32672,124,270,1
225371,Male,50,1,33,0,1-2 Year,Yes,28276,138,165,1
225378,Female,41,1,28,0,1-2 Year,Yes,29528,24,201,1
225382,Female,23,1,28,0,< 1 Year,Yes,47603,163,129,1
225383,Male,44,1,24,0,1-2 Year,Yes,34700,145,104,1
225386,Female,31,1,28,0,1-2 Year,No,2630,157,42,1
225395,Male,32,1,8,0,< 1 Year,Yes,43569,163,188,1
225403,Male,40,1,28,0,1-2 Year,Yes,39118,53,99,1
225416,Female,25,1,48,0,< 1 Year,Yes,2630,152,233,1
225422,Female,51,1,28,0,1-2 Year,Yes,42604,26,217,1
225430,Male,41,1,20,0,1-2 Year,Yes,2630,124,164,1
225433,Female,34,1,18,0,1-2 Year,Yes,32315,124,276,1
225435,Female,41,1,28,0,1-2 Year,Yes,28135,122,222,1
225448,Male,50,1,40,0,1-2 Year,Yes,29428,26,238,1
225459,Male,36,1,18,0,1-2 Year,Yes,32424,154,173,1
225465,Male,39,1,28,0,> 2 Years,Yes,2630,26,41,1
225491,Male,59,1,28,0,1-2 Year,Yes,51764,26,49,1
225499,Male,39,1,28,0,> 2 Years,Yes,68620,26,177,1
225514,Female,42,1,33,0,1-2 Year,Yes,31648,124,220,1
225515,Female,51,1,41,0,1-2 Year,Yes,69952,124,171,1
225518,Male,54,1,47,0,1-2 Year,Yes,28701,26,64,1
225529,Male,50,1,29,0,1-2 Year,Yes,29505,9,242,1
225545,Male,23,1,28,0,< 1 Year,Yes,35709,124,132,1
225556,Female,46,1,28,0,1-2 Year,Yes,41490,29,65,1
225557,Male,24,1,41,0,< 1 Year,Yes,29400,152,157,1
225562,Male,32,1,15,0,< 1 Year,Yes,44895,152,186,1
225563,Female,32,1,9,0,1-2 Year,Yes,35950,124,229,1
225568,Female,48,1,28,0,1-2 Year,Yes,61344,25,251,1
225582,Female,55,1,41,0,1-2 Year,No,30508,156,181,1
225590,Male,69,1,28,0,> 2 Years,Yes,59855,26,200,1
225601,Female,80,1,28,0,1-2 Year,Yes,50189,26,283,1
225624,Male,46,1,28,0,1-2 Year,Yes,34468,26,146,1
225626,Male,39,1,46,0,1-2 Year,Yes,40872,11,67,1
225628,Male,61,1,28,0,> 2 Years,Yes,52476,125,113,1
225631,Male,30,1,41,0,< 1 Year,Yes,35009,152,59,1
225632,Female,44,1,8,0,1-2 Year,Yes,36019,26,64,1
225634,Male,50,1,28,0,1-2 Year,Yes,2630,156,204,1
225652,Female,65,1,3,0,1-2 Year,Yes,2630,156,269,1
225665,Female,31,1,10,0,1-2 Year,Yes,31521,124,248,1
225681,Male,53,1,3,0,1-2 Year,Yes,39329,124,10,1
225686,Male,45,1,28,0,1-2 Year,Yes,40238,124,143,1
225693,Male,21,1,30,0,< 1 Year,No,29188,160,58,1
225694,Male,44,1,0,0,> 2 Years,Yes,2630,124,64,1
225698,Male,26,1,45,0,1-2 Year,Yes,33258,124,246,1
225711,Male,64,1,33,0,1-2 Year,Yes,22802,26,33,1
225713,Female,39,1,8,0,1-2 Year,Yes,28857,124,219,1
225714,Male,46,1,28,0,> 2 Years,Yes,38086,26,186,1
225719,Male,40,1,28,0,1-2 Year,Yes,63645,124,258,1
225735,Male,43,1,28,0,1-2 Year,Yes,2630,124,187,1
225745,Female,34,1,28,0,1-2 Year,Yes,29829,26,94,1
225746,Male,44,1,37,0,> 2 Years,Yes,28774,124,274,1
225747,Female,37,1,28,0,1-2 Year,Yes,21323,122,50,1
225766,Male,35,1,28,0,1-2 Year,Yes,42484,122,194,1
225767,Male,34,1,41,0,1-2 Year,Yes,52434,124,106,1
225774,Male,24,1,28,0,< 1 Year,Yes,34300,152,270,1
225776,Male,36,1,8,0,1-2 Year,Yes,54031,7,112,1
225792,Male,60,1,50,0,1-2 Year,Yes,2630,25,96,1
225796,Female,42,1,28,0,1-2 Year,Yes,47386,157,119,1
225804,Male,55,1,28,0,1-2 Year,Yes,31749,26,98,1
225816,Male,63,1,8,0,1-2 Year,Yes,35907,124,167,1
225829,Male,34,1,28,0,< 1 Year,Yes,33044,152,90,1
225830,Female,74,1,7,0,1-2 Year,Yes,37126,124,32,1
225833,Male,46,1,11,0,1-2 Year,Yes,25054,26,71,1
225836,Female,25,1,28,0,< 1 Year,Yes,30723,152,177,1
225850,Male,61,1,28,0,> 2 Years,Yes,42218,124,17,1
225871,Male,43,1,29,0,> 2 Years,Yes,38997,163,210,1
225872,Female,20,1,46,0,< 1 Year,Yes,23364,160,129,1
225879,Female,39,1,28,0,1-2 Year,Yes,48262,13,215,1
225890,Female,26,1,35,0,< 1 Year,Yes,44000,152,83,1
225891,Male,58,1,28,0,1-2 Year,Yes,42063,26,172,1
225901,Female,23,1,8,0,1-2 Year,No,31442,124,31,1
225904,Male,34,1,28,0,1-2 Year,Yes,47977,26,298,1
225909,Male,25,1,37,0,< 1 Year,Yes,2630,160,282,1
225915,Male,67,1,13,0,> 2 Years,Yes,23845,124,158,1
225929,Male,23,1,41,0,< 1 Year,Yes,63879,152,185,1
225935,Male,50,1,41,0,1-2 Year,Yes,26439,26,198,1
225936,Female,62,1,28,0,1-2 Year,Yes,40746,122,91,1
225938,Male,63,1,28,0,> 2 Years,Yes,52227,124,295,1
225945,Female,22,1,26,0,< 1 Year,Yes,29218,152,101,1
225959,Female,33,1,28,0,1-2 Year,Yes,34394,26,286,1
225976,Male,32,1,10,0,< 1 Year,Yes,30838,124,202,1
225993,Male,43,1,3,0,1-2 Year,Yes,24631,124,111,1
225999,Male,53,1,8,0,1-2 Year,Yes,38582,26,187,1
226004,Male,32,1,36,0,1-2 Year,Yes,2630,26,43,1
226027,Male,70,1,28,0,1-2 Year,Yes,24814,26,176,1
226036,Male,43,1,28,0,1-2 Year,Yes,25824,124,213,1
226038,Female,47,1,47,0,1-2 Year,Yes,30985,124,64,1
226056,Male,43,1,28,0,1-2 Year,Yes,45901,26,262,1
226066,Female,25,1,18,0,< 1 Year,No,2630,160,288,1
226070,Male,43,1,41,0,1-2 Year,Yes,28573,122,215,1
226076,Male,38,1,28,0,1-2 Year,Yes,30701,26,209,1
226094,Male,48,1,28,0,1-2 Year,Yes,28496,26,10,1
226108,Male,47,1,41,0,1-2 Year,Yes,27952,124,22,1
226111,Male,40,1,43,0,> 2 Years,Yes,2630,124,210,1
226115,Female,54,1,28,0,1-2 Year,Yes,40203,26,252,1
226118,Male,45,1,28,0,1-2 Year,Yes,2630,124,269,1
226126,Female,47,1,21,0,1-2 Year,Yes,33012,26,171,1
226134,Female,57,1,28,0,1-2 Year,Yes,38696,24,200,1
226143,Male,31,1,41,0,< 1 Year,Yes,30502,124,283,1
226144,Female,80,1,28,0,> 2 Years,Yes,53603,26,97,1
226145,Male,45,1,47,0,1-2 Year,Yes,24597,124,68,1
226153,Male,30,1,39,0,< 1 Year,Yes,34851,26,140,1
226156,Female,28,1,30,0,< 1 Year,Yes,25463,152,106,1
226164,Female,36,1,28,0,1-2 Year,Yes,40857,26,190,1
226171,Male,39,1,43,0,1-2 Year,Yes,47091,124,277,1
226175,Female,24,1,28,0,< 1 Year,Yes,26634,151,86,1
226179,Male,31,1,29,0,1-2 Year,Yes,2630,156,62,1
226181,Male,29,1,41,0,< 1 Year,Yes,31044,152,282,1
226185,Male,38,1,28,0,1-2 Year,Yes,46120,122,237,1
226195,Male,22,1,30,0,< 1 Year,No,27237,152,238,1
226196,Female,42,1,28,0,1-2 Year,Yes,65484,124,91,1
226198,Male,42,1,41,0,1-2 Year,Yes,2630,156,286,1
226200,Male,48,1,28,0,1-2 Year,Yes,46798,124,231,1
226213,Female,59,1,40,0,1-2 Year,Yes,30395,26,185,1
226218,Male,40,1,28,0,1-2 Year,Yes,26506,125,104,1
226226,Male,43,1,28,0,1-2 Year,Yes,42177,122,154,1
226227,Male,50,1,28,0,> 2 Years,Yes,50709,26,126,1
226237,Male,24,1,7,0,< 1 Year,Yes,29388,124,16,1
226243,Male,31,1,45,0,< 1 Year,Yes,27509,152,193,1
226253,Female,23,1,30,0,< 1 Year,No,2630,157,23,1
226274,Male,64,1,45,0,> 2 Years,Yes,28177,124,108,1
226296,Male,59,1,35,0,1-2 Year,Yes,40875,26,71,1
226299,Male,43,1,28,0,1-2 Year,Yes,39972,124,29,1
226319,Female,47,1,15,0,> 2 Years,Yes,43065,124,153,1
226328,Female,47,1,3,0,1-2 Year,Yes,22347,26,189,1
226342,Female,31,1,28,0,< 1 Year,Yes,28585,124,204,1
226348,Male,47,1,28,0,1-2 Year,Yes,32588,122,122,1
226366,Male,53,1,33,0,1-2 Year,Yes,32574,26,225,1
226369,Male,53,1,28,0,> 2 Years,Yes,63590,26,177,1
226373,Male,47,1,28,0,1-2 Year,Yes,56116,26,39,1
226385,Male,26,1,28,0,< 1 Year,Yes,83590,122,280,1
226387,Female,36,1,4,0,1-2 Year,Yes,25807,124,141,1
226388,Male,60,1,28,0,1-2 Year,Yes,42937,13,238,1
226391,Female,37,1,28,0,1-2 Year,Yes,52967,122,124,1
226400,Male,44,1,30,0,1-2 Year,Yes,27246,26,212,1
226412,Female,25,1,28,0,< 1 Year,Yes,37737,163,295,1
226415,Male,42,1,28,0,1-2 Year,Yes,33741,122,209,1
226424,Female,26,1,21,0,< 1 Year,No,29485,152,73,1
226425,Male,47,1,28,0,1-2 Year,Yes,30927,124,141,1
226426,Male,46,1,17,0,1-2 Year,Yes,54821,26,108,1
226429,Male,32,1,28,0,< 1 Year,Yes,51039,124,53,1
226437,Male,48,1,28,0,1-2 Year,Yes,60192,122,37,1
226442,Male,68,1,8,0,1-2 Year,Yes,36684,26,284,1
226450,Male,25,1,28,0,< 1 Year,No,2630,152,25,1
226455,Female,39,1,28,0,1-2 Year,Yes,38795,26,130,1
226458,Female,42,1,41,0,1-2 Year,Yes,29280,157,129,1
226468,Female,48,1,28,0,1-2 Year,Yes,43015,26,29,1
226476,Male,44,1,28,0,1-2 Year,Yes,35934,26,221,1
226477,Female,38,1,28,0,1-2 Year,Yes,33167,124,17,1
226481,Female,46,1,28,0,1-2 Year,Yes,42032,154,176,1
226486,Male,36,1,38,0,1-2 Year,Yes,23682,26,209,1
226495,Male,27,1,33,0,1-2 Year,Yes,32270,154,283,1
226509,Male,53,1,28,0,1-2 Year,Yes,24612,122,35,1
226512,Female,45,1,28,0,1-2 Year,Yes,38771,26,287,1
226522,Male,55,1,8,0,> 2 Years,Yes,60170,26,236,1
226536,Female,57,1,45,0,1-2 Year,Yes,35840,26,231,1
226549,Male,30,1,28,0,1-2 Year,Yes,43163,124,102,1
226554,Female,24,1,9,0,< 1 Year,Yes,45435,152,172,1
226563,Male,36,1,30,0,1-2 Year,Yes,35890,152,182,1
226604,Female,24,1,24,0,< 1 Year,Yes,2630,160,212,1
226605,Male,50,1,28,0,> 2 Years,Yes,46046,26,235,1
226608,Female,44,1,28,0,1-2 Year,Yes,34331,124,89,1
226610,Male,50,1,29,0,1-2 Year,Yes,24042,26,277,1
226614,Male,22,1,18,0,< 1 Year,Yes,41651,152,213,1
226615,Male,41,1,28,0,1-2 Year,Yes,30242,26,157,1
226620,Male,55,1,41,0,1-2 Year,Yes,35745,124,40,1
226633,Female,49,1,50,0,1-2 Year,Yes,30505,8,63,1
226639,Male,39,1,28,0,1-2 Year,Yes,37758,124,219,1
226660,Female,39,1,41,0,1-2 Year,Yes,30823,124,185,1
226669,Male,43,1,8,0,1-2 Year,Yes,2630,156,285,1
226671,Male,32,1,46,0,1-2 Year,Yes,37575,124,140,1
226674,Female,40,1,28,0,1-2 Year,Yes,39761,122,267,1
226688,Female,49,1,3,0,1-2 Year,Yes,32305,10,114,1
226729,Female,32,1,8,0,1-2 Year,Yes,2630,124,32,1
226732,Male,44,1,28,0,1-2 Year,Yes,32201,26,84,1
226744,Female,43,1,8,0,1-2 Year,Yes,2630,157,117,1
226746,Male,28,1,27,0,< 1 Year,Yes,30481,152,253,1
226749,Female,41,1,28,0,1-2 Year,Yes,32435,26,223,1
226753,Male,29,1,18,0,1-2 Year,Yes,37975,124,21,1
226758,Male,44,1,11,0,> 2 Years,Yes,56974,26,104,1
226773,Male,43,1,30,0,1-2 Year,Yes,34260,4,16,1
226777,Male,41,1,3,0,1-2 Year,Yes,2630,124,85,1
226789,Female,29,1,13,0,1-2 Year,Yes,2630,157,222,1
226797,Male,50,1,8,0,1-2 Year,Yes,36249,124,246,1
226798,Male,32,1,39,0,< 1 Year,Yes,35715,124,177,1
226799,Male,47,1,28,0,1-2 Year,Yes,38828,122,165,1
226806,Male,48,1,28,0,1-2 Year,Yes,43977,26,164,1
226809,Male,55,1,28,0,1-2 Year,Yes,36830,30,240,1
226824,Female,41,1,28,0,1-2 Year,Yes,56669,125,159,1
226829,Male,70,1,28,0,1-2 Year,Yes,61177,26,203,1
226865,Female,44,1,28,0,1-2 Year,Yes,2630,160,60,1
226872,Female,40,1,8,0,1-2 Year,Yes,2630,152,82,1
226883,Female,32,1,24,0,< 1 Year,Yes,33507,124,149,1
226890,Female,59,1,28,0,> 2 Years,Yes,58559,26,260,1
226897,Female,21,1,8,0,< 1 Year,Yes,43151,152,254,1
226902,Male,40,1,28,0,1-2 Year,Yes,24563,26,252,1
226905,Female,47,1,14,0,1-2 Year,Yes,28746,154,34,1
226906,Male,46,1,7,0,1-2 Year,Yes,2630,124,272,1
226921,Male,48,1,28,0,> 2 Years,Yes,44133,26,107,1
226922,Male,62,1,39,0,1-2 Year,Yes,67536,26,226,1
226963,Male,47,1,41,0,1-2 Year,Yes,28771,124,260,1
226982,Female,39,1,3,0,1-2 Year,Yes,21175,26,60,1
226988,Male,44,1,28,0,> 2 Years,Yes,43998,124,257,1
226989,Female,20,1,15,0,1-2 Year,Yes,30479,156,47,1
227009,Male,51,1,28,0,1-2 Year,Yes,37614,124,117,1
227011,Female,47,1,28,0,1-2 Year,Yes,39014,157,133,1
227017,Male,35,1,33,0,1-2 Year,Yes,27783,124,65,1
227027,Female,32,1,28,0,< 1 Year,Yes,38588,124,26,1
227028,Female,38,1,28,0,1-2 Year,Yes,45714,124,199,1
227029,Male,36,1,8,0,1-2 Year,Yes,49900,124,159,1
227033,Male,31,1,27,0,1-2 Year,Yes,31778,157,33,1
227046,Male,34,1,46,0,1-2 Year,Yes,37835,124,251,1
227051,Male,37,1,11,0,1-2 Year,Yes,28267,124,180,1
227055,Male,23,1,28,0,1-2 Year,Yes,30250,154,251,1
227057,Male,41,1,28,0,1-2 Year,Yes,37949,26,100,1
227065,Female,34,1,15,0,1-2 Year,Yes,45127,124,27,1
227078,Female,35,1,46,0,1-2 Year,Yes,22641,124,177,1
227088,Female,27,1,33,0,< 1 Year,Yes,37261,152,57,1
227094,Male,58,1,28,0,1-2 Year,Yes,2630,156,203,1
227098,Male,53,1,28,0,1-2 Year,Yes,2630,26,247,1
227111,Male,37,1,47,0,1-2 Year,Yes,2630,26,106,1
227117,Female,31,1,28,0,< 1 Year,Yes,36200,152,220,1
227119,Female,58,1,28,0,1-2 Year,Yes,22919,122,191,1
227120,Male,35,1,28,1,1-2 Year,Yes,33588,26,205,1
227129,Female,37,1,45,0,1-2 Year,Yes,43396,124,70,1
227137,Female,48,1,47,0,1-2 Year,Yes,29102,16,106,1
227143,Male,38,1,28,0,1-2 Year,Yes,42358,124,297,1
227154,Male,50,1,28,0,1-2 Year,Yes,41586,25,86,1
227162,Male,43,1,28,0,1-2 Year,Yes,39285,122,144,1
227179,Female,29,1,28,0,< 1 Year,Yes,55123,124,86,1
227185,Male,54,1,28,0,1-2 Year,Yes,38497,26,91,1
227198,Male,22,1,15,0,< 1 Year,Yes,30145,152,137,1
227218,Female,35,1,17,0,1-2 Year,Yes,21530,156,53,1
227220,Male,41,1,28,0,1-2 Year,Yes,40520,124,42,1
227228,Male,30,1,16,0,1-2 Year,No,26032,163,78,1
227231,Male,54,1,28,0,> 2 Years,Yes,45989,26,51,1
227239,Male,41,1,28,0,1-2 Year,Yes,47680,124,191,1
227242,Male,26,1,30,0,< 1 Year,Yes,30465,152,49,1
227244,Male,46,1,28,0,1-2 Year,Yes,48203,124,183,1
227260,Female,48,1,3,0,1-2 Year,Yes,63853,26,58,1
227261,Female,43,1,28,0,1-2 Year,Yes,47925,124,249,1
227276,Male,62,1,46,0,1-2 Year,Yes,32854,154,17,1
227289,Male,36,1,16,0,1-2 Year,Yes,2630,156,88,1
227299,Male,47,1,28,0,> 2 Years,Yes,24409,26,57,1
227303,Male,32,1,28,0,< 1 Year,Yes,35850,26,116,1
227313,Male,54,1,28,0,1-2 Year,Yes,42313,26,291,1
227316,Male,40,1,41,0,1-2 Year,Yes,2630,156,103,1
227336,Male,49,1,28,0,1-2 Year,Yes,43787,26,125,1
227338,Male,49,1,35,0,1-2 Year,Yes,39415,10,258,1
227345,Male,42,1,28,0,1-2 Year,Yes,2630,26,76,1
227349,Male,35,1,28,0,1-2 Year,Yes,31763,124,211,1
227355,Female,49,1,28,0,1-2 Year,Yes,2630,26,62,1
227367,Female,25,1,37,0,< 1 Year,Yes,40367,152,292,1
227370,Female,39,1,28,0,1-2 Year,Yes,27732,122,137,1
227374,Female,42,1,19,0,1-2 Year,Yes,22361,124,224,1
227378,Male,49,1,48,0,1-2 Year,Yes,2630,26,226,1
227384,Female,42,1,28,0,1-2 Year,Yes,41042,124,196,1
227386,Male,68,1,39,0,1-2 Year,Yes,53277,122,283,1
227390,Female,47,1,36,0,1-2 Year,Yes,35180,154,102,1
227392,Male,42,1,28,0,1-2 Year,Yes,37838,26,92,1
227417,Male,63,1,28,0,1-2 Year,Yes,37911,122,277,1
227422,Male,32,1,30,0,1-2 Year,Yes,28305,26,98,1
227437,Male,39,1,28,0,1-2 Year,Yes,35261,26,220,1
227443,Female,27,1,30,0,< 1 Year,Yes,31675,152,112,1
227446,Female,58,1,28,0,1-2 Year,Yes,57627,26,291,1
227456,Male,34,1,15,0,1-2 Year,Yes,2630,156,264,1
227461,Male,34,1,28,0,1-2 Year,Yes,35099,124,195,1
227465,Male,38,1,8,0,1-2 Year,Yes,2630,26,44,1
227468,Female,30,1,28,0,1-2 Year,Yes,2630,156,198,1
227470,Female,35,1,28,0,1-2 Year,Yes,50006,26,288,1
227473,Female,43,1,28,0,1-2 Year,Yes,39012,124,243,1
227476,Female,31,1,35,0,< 1 Year,Yes,25609,163,21,1
227495,Male,29,1,39,0,< 1 Year,Yes,29688,152,11,1
227513,Female,33,1,28,0,1-2 Year,Yes,39476,150,50,1
227514,Female,63,1,28,0,1-2 Year,Yes,46895,26,67,1
227527,Male,46,1,28,0,1-2 Year,Yes,30584,124,133,1
227540,Male,31,1,17,0,1-2 Year,Yes,37722,124,48,1
227542,Female,47,1,6,0,1-2 Year,Yes,2630,26,32,1
227550,Male,43,1,29,0,1-2 Year,Yes,19915,26,87,1
227568,Male,70,1,11,0,1-2 Year,Yes,41729,26,254,1
227572,Male,61,1,28,0,> 2 Years,Yes,35954,122,116,1
227584,Male,34,1,18,0,1-2 Year,Yes,2630,156,299,1
227594,Male,46,1,10,0,1-2 Year,Yes,28215,124,22,1
227598,Male,60,1,39,0,1-2 Year,Yes,40565,26,160,1
227600,Male,67,1,39,0,1-2 Year,Yes,38129,26,70,1
227604,Male,35,1,7,0,1-2 Year,Yes,43821,26,61,1
227616,Male,45,1,8,0,1-2 Year,Yes,40943,26,160,1
227621,Male,70,1,28,0,1-2 Year,Yes,43151,124,84,1
227623,Male,52,1,14,0,1-2 Year,Yes,41334,124,284,1
227624,Male,34,1,1,0,1-2 Year,Yes,2630,157,186,1
227671,Male,27,1,29,0,< 1 Year,No,24699,152,231,1
227677,Male,43,1,28,0,> 2 Years,Yes,37166,26,249,1
227680,Male,29,1,28,0,1-2 Year,Yes,2630,122,67,1
227688,Female,66,1,28,0,1-2 Year,Yes,2630,26,295,1
227690,Female,52,1,28,0,1-2 Year,Yes,2630,26,193,1
227699,Female,49,1,11,0,1-2 Year,Yes,2630,26,220,1
227701,Male,24,1,45,0,< 1 Year,Yes,33226,152,179,1
227705,Female,23,1,38,0,< 1 Year,Yes,2630,156,196,1
227708,Male,40,1,28,0,1-2 Year,Yes,46262,124,154,1
227709,Male,44,1,8,0,1-2 Year,Yes,47357,124,19,1
227710,Male,39,1,28,0,1-2 Year,Yes,32196,13,141,1
227712,Female,48,1,28,0,> 2 Years,Yes,51048,26,35,1
227727,Male,45,1,28,0,1-2 Year,Yes,26267,26,228,1
227729,Female,41,1,3,0,1-2 Year,Yes,22174,26,52,1
227731,Female,36,1,46,0,1-2 Year,Yes,29615,26,281,1
227735,Male,34,1,47,0,1-2 Year,Yes,26359,154,234,1
227750,Male,48,1,18,0,1-2 Year,Yes,33601,124,17,1
227751,Female,55,1,28,0,1-2 Year,Yes,32912,26,274,1
227752,Female,50,1,28,0,1-2 Year,Yes,29402,122,242,1
227757,Male,36,1,28,0,1-2 Year,Yes,30174,122,86,1
227759,Male,28,1,8,0,< 1 Year,Yes,39357,152,117,1
227763,Female,46,1,28,0,> 2 Years,Yes,2630,26,44,1
227770,Male,37,1,29,0,1-2 Year,Yes,25605,124,298,1
227772,Male,46,1,46,0,1-2 Year,Yes,37221,11,85,1
227773,Female,27,1,28,0,1-2 Year,Yes,31742,156,53,1
227774,Female,27,1,37,0,< 1 Year,Yes,24085,26,86,1
227775,Male,46,1,7,0,1-2 Year,Yes,2630,26,290,1
227783,Male,21,1,33,0,< 1 Year,Yes,2630,163,68,1
227801,Female,44,1,28,0,1-2 Year,Yes,54978,26,183,1
